Title,Body,Vendor,Product Category,Type,Tags,Published,Size,Variant SKU,Variant Inventory Tracker,Variant Price,Image Src,Cost per item,, 
Pro Lite Indoor Cycling Bike Belt Drive,"1970, belt-drive, bike-resistance-magnetic, comf:bottle holder:yes, comf:handlebar adjustment:up/down, comf:inseam adjustment:Min 28 in/Max 38 in, comf:pedal type:caged, comf:seat adjustment:up/down & forward/back, comf:seat dimensions:10L x 5.9W x 2.8H in, comf:seat to handlebar distance:Min 15.75/Max 20 in, comf:transportation wheels:yes, conv:product dimensions:47.4L x 23.8W x 51.2H in, conv:product weight:67.5 lb, conv:ship dimensions:42.1L x 9.8W x 34.1H In, conv:ship weight:80.1 lb, conv:warranty:3 year structural frame+180 days other parts and components, cross-sell:cadence-free, Delivery:3-7, DISCO-OOS, engr:drive mechanism:belt drive, engr:emergency stop brake:yes, engr:floor stabilizers:yes, engr:max user weight:245 lb, engr:q-factor:190mm, engr:tension system:magnetic, Exclusive, Exercise Bikes, Exercise Machine US, features-pulse-monitor, flywheel weight range:8 lb – 19 lb, Google Shopping, inseam max:36.5 in - 38 in, inseam min:27.5 in - 29 in, mat:m, max user weight range:200 lb - 249 lb, over-10, price:$200 to $400, SF-B1970, tech:device holder:yes, tech:digital monitor:Calories+Distance+Odometer+Pulse+RPM+Speed+Time+Scan, tech:flywheel weight:18 lb, tech:pulse sensor:yes, tech:resistance levels:7",,,,,TRUE,,#pro-lite-indoor-cycling-bike-belt-drive,shopify,18999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bikes-belt-drive-pro-lite-indoor-cycling-bike-SF-B1970-07_600x.jpg?v=1621297856,,,
"Fitness Avenue Manual Incline Treadmill with Bluetooth, Speakers","7967, addfeatures:bluetooth, addfeatures:pulse monitor, bis-hidden, bis-paused, comf:bottle holder:yes, comf:deck to floor height:Min 5.98 in/9.06 in, comf:emergency stop brake:yes, comf:handrail controls:yes, comf:running surface:48.75L x 17W in, comf:shock absorption:yes, comf:soft drop system:yes, comf:transportation wheels:yes, conv:folded product dimensions:35L x 29.5W x 51H in, conv:product dimensions:60L x 29.5W x 47H in, conv:product weight:104 lb, conv:ship dimensions:62.4L x 30.3W x 10.2H In, conv:ship weight:119 lb, conv:warranty:3 year structural frame+180 days other parts and components, Delivery:3-7, DISCO-OOS, engr:incline degrees:0 - 2°, engr:incline function:Manual, engr:incline levels:3, engr:max user weight:220 lb, engr:motorized:yes, engr:peak dc hp:1.6 Peak HP, engr:speed range:0.5 - 7.5 MPH, Exercise Machine US, FA-7967, Family:FitAve Treadmills, features-bluetooth, Financing, financing-eligible, Google Shopping, incline-control-manual-adjust, max user weight range:200 lb - 249 lb, over-10, price:$400 to $600, rec-excl, tech:additional connections:USB Charge Port+Speakers, tech:bluetooth:yes, tech:built-in programs:12, tech:device holder:yes, tech:digital monitor:Calories+Distance+Pulse+Speed+Time, tech:pulse sensor:yes, tech:quick speed button:2+3+4+5+6+7 MPH, Tier:Manual Incline, treadmill, treadmill-speed-up-to-7-5-mph",,,,,TRUE,,"#fitness-avenue-manual-incline-treadmill-with-bluetooth,-speakers",shopify,34998,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-treadmills-manual-incline-treadmill-FA-7967-02_600x.jpg?v=1602701120,,,
Motorized Elliptical Machine Trainer w/ Heart Rate Monitoring,"3875, addfeatures:pulse monitor, cardio, comf:bottle holder:yes, comf:pedal type:non-slip, comf:transportation wheels:yes, conv:product dimensions:62L x 26W x 70H in, conv:product weight:189.6 lb, conv:ship dimensions:60.2L x 21.9W x 28.7H In, conv:ship weight:211.6 lb, conv:warranty:3 year structural frame+180 days other parts and components, cross-sell:cadence-offer, Delivery:5-12, Distance, electric, Elliptical, engr:floor stabilizers:yes, engr:max user weight:300 lb, engr:motorized:yes, engr:pedal step height:Min 9.6 in/Max 18.6 in, engr:stride length:19.5 in, engr:tension system:electro-magnetic, Exercise Machine US, features-pulse-monitor, Financing, financing-eligible, Google Shopping, Heart Rate, Level, magnetic, mat:m, max user weight range:300 lb - 349 lb, Odometer, over-10, paymentplan:financing, PLP-elliptical, PLP-elliptical-bikes, PLP-home-cardio-equipment, price:$800 to $1000, Program, RPM, Sale, SF-E3875, shipping:ltl, Speed, stride length range:19 in +, Target Heart Rate, tech:built-in programs:24, tech:device holder:yes, tech:digital monitor:Calories+Distance+Heart Rate+Level+Odometer+Program+RPM+Speed+Target Heart Rate+Time+WATT, tech:flywheel weight:15.43 lb, tech:pulse sensor:yes, tech:resistance levels:16, Time, TraditionalElliptical, WATT",,,,,TRUE,,#motorized-elliptical-machine-trainer-w/-heart-rate-monitoring,shopify,79999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bikes-motorized-elliptical-machine-SF-E3875-01_600x.jpg?v=1604076010,,,
Landmine Attachment for Power Rack and Power Cage,"004, comf:Cleaning Instructions:wipe w/ damp cloth, comf:Protective Coating: yes, comf:Twist knob:secures Barbell in place, conv:Product dimensions: 15L x 3.6W x 3.3H in, conv:Product weight: 3.6 lb, conv:Ship dimensions: 16.3L x 5.7W x 4.9H in, conv:Ship weight: 4.4 lb, conv:Warranty: 1 year structural frame+180 days other parts and components, engr:construction:durable steel, engr:what's included: 1 Landmine Insert, engr:XFA003 Barbell Holder: Use in conjunction with barbell holder to connect directly to compatible rack, Exercise Machine US, Google Shopping, over-10, PLP-essential, PLP-essential-accessories, PLP-essential-accessories-strength, PLP-strength, PLP-strength-attachment, PLP-strength-weight, PLP-upper-body, price:Under $200, Strength, tech:compatibility: SF-XF920020+SF-XF920063+SF-XF921024+SF-XF921041+SF-XF922059+SF-XF9925+SF-XF9931 and SF-XF9933, tech:Fit Accommodations: 1 to 2 inch diameter barbells, tech:movement:360° Swivel rotation, under-200",,,,,TRUE,,#landmine-attachment-for-power-rack-and-power-cage,shopify,4999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-strength-landmine-attachment-SF-XFA004-29_600x.jpg?v=1613673328,,,
Magnetic Elliptical Machine Pre-Programmed Trainer,"320002, addfeatures:pulse monitor, belt-drive, bike-resistance-magnetic, cardio, comf:bottle holder:yes, comf:pedal type:non-slip, comf:transportation wheels:yes, conv:product dimensions:49.4L x 23.4W x 63.4H in, conv:product weight:85.4 lb, conv:ship dimensions:40.6L x 12.6W x 20.9H In, conv:ship weight:95.7 lb, conv:warranty:3 year structural frame+180 days other parts and components, cross-sell:cadence-offer, Delivery:3-7, Distance, electric, electromagnetic, Elliptical, engr:floor stabilizers:yes, engr:max user weight:285 lb, engr:motorized:yes, engr:pedal step height:Min 6.42 in/Max 13.2 in, engr:stride length:11.5 in, engr:tension system:electro-magnetic, Exercise Machine US, Family:E320001, features-pulse-monitor, Financing, financing-eligible, Google Shopping, Heart Rate, Level, magnetic, mat:m, max user weight range:250 lb - 299 lb, Odometer, over-10, paymentplan:financing, PLP-elliptical, PLP-elliptical-bikes, PLP-home-cardio-equipment, price:$400 to $600, Program, RPM, SF-E320002, shipping:free, Speed, stride length range:9 in – 11.5 in, Target Heart Rate, tech:built-in programs:24, tech:device holder:yes, tech:digital monitor:Calories+Distance+Heart Rate+Level+Odometer+Program+RPM+Speed+Target Heart Rate+Time+WATT, tech:flywheel weight:11 lb, tech:pulse sensor:yes, tech:resistance levels:16, Tier:11.5"" Stride, Time, TraditionalElliptical, WATT",,,,,TRUE,,#magnetic-elliptical-machine-pre-programmed-trainer,shopify,44999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-ellipticals-pre-programmed-elliptical-trainer-SF-E320002-01_600x.jpg?v=1608309189,,,
Lat Pulldown Attachment for Power Racks and Power Cages,"006, 1 Foam Grip Handle, 1 Pully Bar, 1 Strap, 1 Weight Plate Post, 3 Safety Clips, comf:Cleaning Instructions:wipe w/ damp cloth, comf:Pull-Handle:foam padded, comf:Pully Bar:non-slip grip, conv:Product weight: 4.8 lb, conv:Ship dimensions: 21L x 6.4W x 4.7H in, conv:Ship weight: 5.6 lb, conv:Warranty: 1 year structural frame+180 days other parts and components, engr:construction:durable steel, engr:max weight capacity: 360 lb, engr:what's included: 1 Cable Pulley+1 Pull-Up Bar+1 Weight plate Post+1 Strap+1 Foam Handle+3 Safety Clips, Exercise Machine US, Google Shopping, over-10, PLP-strength, PLP-strength-attachment, PLP-strength-weight, PLP-upper-body, price:Under $200, Ship dimensions:Product weight: 4.8 lb, Strength, tech:compatibility: SF-BH6802+SF-XF920020+SF-XF920063+SF-XF921024+SF-XF921041+SF-XF922059+SF-XF9925+SF-XF9931 and SF-XF9933, tech:Fit Accommodations: weight plates with inners of 1 - 2 inches, tech:Tension System:Adjustable weighted resistance, under-200",,,,,TRUE,,#lat-pulldown-attachment-for-power-racks-and-power-cages,shopify,6599,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-strength-lat-pulldown-attachment-SF-XFA006-13_600x.jpg?v=1611863310,,,
Power Zone Half Rack Heavy Duty Power Cage,"000 lb, 9933, comf:accessories: (6) Weight Clips Included, comf:benefits:full size cage versatile enough for total body workout experience, comf:Cleaning Instructions:wipe w/ damp cloth, comf:J-hooks:padded/shock absorbing, comf:pull-up bar:3 tier w/ knurled grip, comf:security: safety lock latches, comf:spotter arms:padded/shock absorbing, conv:product dimensions:50.5L x 65W x 87H in, conv:product weight:167 lb, conv:ship dimensions:85.8L x 26.3W x 10.6H in, conv:ship weight:185.2 lb, conv:warranty:1 year structural frame+180 days other parts and components, Delivery:5-12, engr:construction:heavy duty steel frame, engr:design:hardware peg hole diameter 3/4 In, engr:floor protectors:Yes, engr:max user height: 6’ 4”, engr:max weight capacity:1000 lb, Exercise Machine US, Family:Power Zone, Financing, financing-eligible, Google Shopping, over-10, paymentplan:financing, PLP-strength, PLP-strength-rack, PLP-strength-rack-power, price:$400 to $600, SF-XF9933, shipping:ltl, Strength, tech:compatibility: SF-BH620037+SF-BH620038+SF-BH6920+SF-BH6921+SF-BH622045+SF-BH6996+SF-XF9927+SF-XFA001+SF-XFA002+SF-XFA003+SF-XFA004+SF-XFA005+SF-XFA006+SF-XFA007+SF-XFA008 and SF-XFA009, tech:exercise attachments:(6) Resistance band posts, tech:Hook-Bar Settings:18, tech:pull-up bar settings:2, tech:weight storage:(6) Olympic Weight Plate Storage Posts, Tier:Half Rack",,,,,TRUE,,#power-zone-half-rack-heavy-duty-power-cage,shopify,54999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-strength-power-zone-half-rack-strength-cage-SF-XF9933-21_600x.jpg?v=1618609195,,,
Magnetic Elliptical Cross Trainer,"3955, addfeatures:pulse monitor, belt-drive, cardio, Clearance, Clearance-badge, comf:pedal type:non-slip, comf:transportation wheels:yes, conv:product dimensions:43.7L x 24W x 59.4H in, conv:product weight:58.5 lb, conv:ship dimensions:36.2L x 12.6W x 20.9H In, conv:ship weight:67.02 lb, conv:warranty:3 year structural frame+180 days other parts and components, cross-sell:cadence-offer, Delivery:3-7, Distance, Elliptical, engr:max user weight:240 lb, engr:pedal step height:Min 5.9 in/Max 12.6 in, engr:stride length:12.5 in, engr:tension system:magnetic, Exclusive, Exercise Machine US, features-pulse-monitor, Google Shopping, magnetic, mat:m, max user weight range:200 lb - 249 lb, Odometer, over-10, PLP-compact-ellipticals, PLP-elliptical, PLP-elliptical-bikes, PLP-home-cardio-equipment, price:$200 to $400, Pulse, Scan, SF-E3955, shipping:free, Speed, stride length range:12 in – 15.75 in, tech:device holder:yes, tech:digital monitor:Calories+Distance+Odometer+Pulse+Speed+Time+Scan, tech:flywheel weight:6.6 lb, tech:pulse sensor:yes, tech:resistance levels:8, Time, TraditionalElliptical",,,,,TRUE,,#magnetic-elliptical-cross-trainer,shopify,19999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-ellipticals-magnetic-elliptical-trainer-SF-E3955-01_600x.jpg?v=1628803708,,,
Magnetic Elliptical Machine Fitness Cross Trainer,"3988, cardio, comf:handlebar adjustment:up/down, comf:pedal type:non-slip, comf:transportation wheels:yes, conv:product dimensions:33.5L x 18.5W x 51.75H in, conv:product weight:32.6 lb, conv:ship dimensions:29L x 20.5W x 13H In, conv:ship weight:39.3 lb, conv:warranty:1 year structural frame+180 days other parts and components, Delivery:3-7, Distance, Elliptical, engr:floor stabilizers:yes, engr:max user weight:220 lb, engr:pedal step height:Min 4.7 in/Max 7.8 in, engr:stride length:7 in, engr:tension system:magnetic, Exercise Machine US, Google Shopping, magnetic, mat:s, max user weight range:200 lb - 249 lb, None_financing, over-10, PLP-compact-ellipticals, PLP-elliptical, PLP-elliptical-bikes, PLP-home-cardio-equipment, price:Under $200, Scan, SF-E3988, shipping:free, Speed, tech:digital monitor:Calories+Distance+Speed+Time+Scan, tech:flywheel weight:3.3 lb, tech:resistance levels:8, Time, TraditionalElliptical, under-200",,,,,TRUE,,#magnetic-elliptical-machine-fitness-cross-trainer,shopify,15999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-elliptical-magnetic-standing-elliptical-SF-E3988-13_600x.jpg?v=1614634795,,,
Pink Treadmill w/ Manual Incline and LCD Display,"8700, addfeatures:pulse monitor, bis-hidden, bis-paused, Collection_Pink, comf:bottle holder:yes, comf:deck to floor height:6.93 in, comf:emergency stop brake:yes, comf:handrail controls:yes, comf:running surface:49L x 15.5W in, comf:shock absorption:yes, comf:soft drop system:yes, comf:transportation wheels:yes, conv:folded product dimensions:36L x 25.5W x 58H in, conv:product dimensions:62L x 25.5W x 50H in, conv:product weight:103 lb, conv:ship dimensions:67L x 28W x 11H In, conv:ship weight:119 lb, conv:warranty:3 year structural frame+180 days other parts and components, Delivery:3-7, DISCO-OOS, engr:incline degrees:0.9 - 3.8°, engr:incline function:Manual, engr:incline levels:3, engr:incline percent:1.75 - 6.6%, engr:max user weight:220 lb, engr:motorized:yes, engr:peak dc hp:2.2 Peak HP, engr:speed range:0.5 - 9.0 MPH, Exercise Machine US, Financing, financing-eligible, Google Shopping, incline-control-manual-adjust, over-10, P8700, price:$400 to $600, rec-excl, tech:built-in programs:9, tech:device holder:yes, tech:digital monitor:Calories+Distance+Pulse+Speed+Time, tech:pulse sensor:yes, tech:quick speed button:2+4+6 MPH, treadmill, treadmill-speed-up-to-9-mph",,,,,TRUE,,#pink-treadmill-w/-manual-incline-and-lcd-display,shopify,44998,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-treadmills-pink-treadmill-P8700-09_600x.jpg?v=1606758941,,,
Adjustable Workout Bench Utility Weight,"-5°, 10°, 40°, 55° and 75° (1st Position), 6921, comf:adjustable positions:6 backrest settings+6 seat settings, comf:benefits:extremely versatile+mobile+and foldable for storage, comf:Cleaning Instructions:wipe w/ damp cloth, comf:foam rollers:2-Foot Sponges, comf:recommended use:pair with any sunny power rack or cage, conv:foldable:yes, conv:folded product dimensions:46.47L x 18.82W x 8.27H in, conv:product dimensions:52.44L x 18.82W x 45.9H in, conv:product weight:40.7 lb, conv:ship dimensions:49.6L x 20.5W x 9.6H in, conv:ship weight:48.5 lb, conv:warranty:1 year structural frame+180 days other parts and components, Delivery:3-7, engr:construction:heavy duty steel frame, engr:durability:Tear/Wear Resistant, engr:max user weight:430 lb, engr:transportation wheels:Yes, engr:Wide Backrest: 12W in, Google Shopping, mat:m, max user weight range:400 lb +, over-10, PLP-strength, PLP-strength-bench, PLP-upper-body, price:Under $200, SF-BH6921, shipping:free, Strength, tech:Adjustable Settings:-15°+-5°+10°+40°+55° and 75° (1st Position), tech:Adjustable Settings:10°+0°+15°+45°+60°+80° (2nd Position), tech:compatibility: SF-BH6802+SF-XF920020+SF-XF920021+SF-XF920063+SF-XF921024+SF-XF921041+SF-XF922011+SF-XF922059+SF-XF9925+SF-XF9931 and SF-XF9933, tech:ergonomic:foldable+space saving design, tech:Material (Inner):High density foam fill, tech:Material (Outer):Vegan faux leather, tech:security:easily adjustable w/ security brackets, under-200, Weight Bench",,,,,TRUE,,#adjustable-workout-bench-utility-weight,shopify,18999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-strength-adjustable-utility-weight-bench-SF-BH6921-11_600x.jpg?v=1614634561,,,
Gym Puzzle Floor Exercise Mat,"bis-hidden, bis-paused, comf:benefits:noise reduction+protects floor, comf:cleaning instructions:wipe w/ damp cloth, comf:cushioning:Eva Foam, conv:product dimensions: 24L x 24W x 0.4H in, conv:product weight:3 lb, conv:ship dimensions:26L x 12.5W x 26H in, conv:ship weight:3.1 lb, conv:warranty:1 year structural frame+180 days other parts and components, Delivery:3-7, DISCO-OOS, engr:color options:Black, engr:foldable:easily disassembles for storage, engr:multifunctional:can be used in garage+basement+fitness room+or gym, engr:what's included:4 Pc set, Exercise Machine US, Floor Mat, Google Shopping, None_financing, over-10, PLP-essential, PLP-essential-accessories, PLP-essential-accessories-cardio, price:Under $200, rec-excl, tech:closure type:protective binding, tech:design:Lightweight/Portable, tech:durability:thick high density foam, tech:surface:diamond textured+non-slip, under-200, YGroup_PuzzleMat",,,,,TRUE,,#gym-puzzle-floor-exercise-mat,shopify,2999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-accessories-puzzle-floor-mat-4pcs-No.065-01_600x.jpg?v=1608060542,,,
Asuna Premium Upright Bike w/ Pulse Rate Monitoring,"4200, addfeatures:pulse monitor, cardio, chain-drive, Clearance, Clearance-badge, Collection_Asuna, comf:bottle holder:yes, comf:inseam adjustment:Min 28 in/Max 40 in, comf:pedal type:self leveling w/ adjustable strap, comf:seat adjustment:up/down & forward/back, comf:seat dimensions:12.5L x 11.5W x 2H in, comf:seat type:cushioned, comf:transportation wheels:yes, conv:product dimensions:41L x 21.5W x 56.75H in, conv:product weight:99 lb, conv:ship dimensions:41.75L x 12.5W x 25.25H in, conv:ship weight:112 lb, conv:warranty:5 year structural frame+180 days other parts and components, cross-sell:cadence-offer, Delivery:3-7, engr:drive mechanism:belt drive, engr:floor stabilizers:yes, engr:max user weight:265 lb, engr:tension system:Electronic, Exercise Bikes, Exercise Machine US, features-pulse-monitor, Google Shopping, inseam max:38.5 in - 40 in, inseam min:27.5 in - 29 in, LI-Clearance, mat:s, max user weight range:250 lb - 299 lb, over-10, PLP-bike, PLP-cardio-bike, PLP-home-cardio-equipment, price:$200 to $400, shipping:free, tech:built-in programs:5, tech:device holder:yes, tech:digital monitor:Calorie+Distance+Pulse+RPM+Speed+Time+WATT, tech:pulse sensor:yes, tech:resistance levels:Programmable, upright",,,,,TRUE,,#asuna-premium-upright-bike-w/-pulse-rate-monitoring,shopify,16999,https://sunnyhealthfitness.com/cdn/shop/products/4200_04_600x.jpg?v=1599541285,,,
